"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"R01MH116500","Purdue University, West Lafayette, IN 47907 USA; Amazon Lab126 in Sunnyvale, CA 94089, USA.","2022","Shan, Hengying; Peterson 3rd, John; Conrad, Nathan J; Tang, Yu; Zhu, Yuhang; Ghotbi, Shabnam; Hathorn, Sutton; Chubykin, Alexander A; Mohammadi, Saeed","United States","1531-1309","6","<a href='https://pubmed.ncbi.nlm.nih.gov/36338547'>IEEE microwave and wireless components letters : a publication of the IEEE Microwave Theory and Techniques Society</a>","IEEE Microw Wirel Compon Lett","32","eng","772-775","9635343","36338547","2022 Jun","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9635343'>A 0.43 g Wireless Battery-Less Neural Recorder With On-Chip Microelectrode Array and Integrated Flexible Antenna.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36338547&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9635343/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36338547'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9635343/'>Cited By, Google</a>"," ",
"R01MH115676","Department of Pathology and Laboratory Medicine, David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, CA, USA.","2022","Bhattacharya, Arjun; Hirbo, Jibril B; Zhou, Dan; Zhou, Wei; Zheng, Jie; Kanai, Masahiro; Global Biobank Meta-analysis Initiative; Pasaniuc, Bogdan; Gamazon, Eric R; Cox, Nancy J","United States","2666-979X","10","<a href='https://pubmed.ncbi.nlm.nih.gov/36341024'>Cell genomics</a>","Cell Genom","2","eng"," ","9631681","36341024","2022 Oct 12","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9631681'>Best practices for multi-ancestry, meta-analytic transcriptome-wide association studies: Lessons from the Global Biobank Meta-analysis Initiative.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36341024&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9631681/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36341024'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9631681/'>Cited By, Google</a>",1.91
"R01MH126459","Department of Pathology and Laboratory Medicine, David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, CA, USA.","2022","Bhattacharya, Arjun; Hirbo, Jibril B; Zhou, Dan; Zhou, Wei; Zheng, Jie; Kanai, Masahiro; Global Biobank Meta-analysis Initiative; Pasaniuc, Bogdan; Gamazon, Eric R; Cox, Nancy J","United States","2666-979X","10","<a href='https://pubmed.ncbi.nlm.nih.gov/36341024'>Cell genomics</a>","Cell Genom","2","eng"," ","9631681","36341024","2022 Oct 12","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9631681'>Best practices for multi-ancestry, meta-analytic transcriptome-wide association studies: Lessons from the Global Biobank Meta-analysis Initiative.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36341024&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9631681/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36341024'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9631681/'>Cited By, Google</a>",1.91
"R01MH122569","Dept. of Electrical and Computer Engineering, University of California, Los Angeles, USA.","2022","Wang, Jinhan; Ravi, Vijay; Flint, Jonathan; Alwan, Abeer","France","2308-457X"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36341466'>Interspeech</a>","Interspeech","2022","eng","2018-2022","9634944","36341466","2022","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9634944'>Unsupervised Instance Discriminative Learning for Depression Detection from Speech Signals.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36341466&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9634944/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36341466'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9634944/'>Cited By, Google</a>",1.05
"R01MH122569","Dept. of Electrical and Computer Engineering, University of California, Los Angeles, USA.","2022","Ravi, Vijay; Wang, Jinhan; Flint, Jonathan; Alwan, Abeer","France","2308-457X"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36341467'>Interspeech</a>","Interspeech","2022","eng","3338-3342","9635494","36341467","2022 Sep","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9635494'>A Step Towards Preserving Speakers' Identity While Detecting Depression Via Speaker Disentanglement.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36341467&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9635494/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36341467'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9635494/'>Cited By, Google</a>",1.57
"R25MH129791","Department of Biological & Biomedical Sciences, North Carolina Central University, Durham, NC 27707, United States; Integrated Biosciences PhD Program, North Carolina Central University, Durham, NC 27707, USA.","2022","Nwachukwu, Kala N; Healey, Kati L; Swartzwelder, H Scott; Marshall, S Alex","United States","1873-7544"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36343720'>Neuroscience</a>","Neuroscience","506","eng","68-79","9764262","36343720","2022 Dec 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9764262'>The Influence of Sex on Hippocampal Neurogenesis and Neurotrophic Responses on the Persistent Effects of Adolescent Intermittent Ethanol Exposure into Adulthood.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36343720&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9764262/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36343720'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9764262/'>Cited By, Google</a>",0.86
"RF1MH126707","Department of Pharmacology, University of California San Diego, USA; Department of Chemistry and Biochemistry, University of California Los Angeles, USA.","2022","Schmitt, Danielle L; Mehta, Sohum; Zhang, Jin","England","1879-0402"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36347198'>Current opinion in chemical biology</a>","Curr Opin Chem Biol","71","eng","102224","10031819","36347198","2022 Dec","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10031819'>Study of spatiotemporal regulation of kinase signaling using genetically encodable molecular tools.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36347198&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10031819/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36347198'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10031819/'>Cited By, Google</a>",0.32
"T32MH018261","Department of Psychiatry and Behavioral Sciences, University of California, San Francisco, San Francisco, CA, USA. Alison.hwong@ucsf.edu.","2022","Hwong, Alison R; Chagwedera, D Nyasha; Thomas, Marilyn; Niu, Grace; Quan, Judy; Vittinghoff, Eric; Schillinger, Dean; Newcomer, John W; Gonzalez, Ana; Essock, Susan; Mangurian, Christina","England","1471-244X","1","<a href='https://pubmed.ncbi.nlm.nih.gov/36348280'>BMC psychiatry</a>","BMC Psychiatry","22","eng","687","9644536","36348280","2022 Nov 09","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9644536'>CRANIUM: a quasi-experimental study to improve metabolic screening and HIV testing in community mental health clinics compared to usual care.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36348280&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9644536/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36348280'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9644536/'>Cited By, Google</a>",0.37
"R01MH101221","Department of Genome Sciences, University of Washington School of Medicine, Seattle, WA 98195.","2022","Wang, Tianyun; Kim, Chang N; Bakken, Trygve E; Gillentine, Madelyn A; Henning, Barbara; Mao, Yafei; Gilissen, Christian; SPARK Consortium; Nowakowski, Tomasz J; Eichler, Evan E","United States","1091-6490","46","<a href='https://pubmed.ncbi.nlm.nih.gov/36350923'>Proceedings of the National Academy of Sciences of the United States of America</a>","Proc Natl Acad Sci U S A","119","eng","e2203491119","9674258","36350923","2022 Nov 15","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9674258'>Integrated gene analyses of de novo variants from 46,612 trios with autism and developmental disorders.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36350923&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9674258/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36350923'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9674258/'>Cited By, Google</a>",2.79
"R25MH083620","From the Department of Health Law, Policy, and Management, Boston University School of Public Health, Boston (J.R.); and the Departments of Population Health Sciences and Obstetrics and Gynecology, University of Wisconsin-Madison, Madison (T.G.).","2022","Raifman, Julia; Green, Tiffany","United States","1533-4406","21","<a href='https://pubmed.ncbi.nlm.nih.gov/36351264'>The New England journal of medicine</a>","N Engl J Med","387","eng","1993-1994","9730911","36351264","2022 Nov 24","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9730911'>Universal Masking Policies in Schools and Mitigating the Inequitable Costs of Covid-19.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36351264&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9730911/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36351264'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9730911/'>Cited By, Google</a>",0.31
"R01MH128217","Department of Anatomy and Neurobiology, School of Medicine, University of California, Irvine, California 92697.","2022","Grieco, Steven F; Castrén, Eero; Knudsen, Gitte M; Kwan, Alex C; Olson, David E; Zuo, Yi; Holmes, Todd C; Xu, Xiangmin","United States","1529-2401","45","<a href='https://pubmed.ncbi.nlm.nih.gov/36351821'>The Journal of neuroscience : the official journal of the Society for Neuroscience</a>","J Neurosci","42","eng","8439-8449","9665925","36351821","2022 Nov 09","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9665925'>Psychedelics and Neural Plasticity: Therapeutic Implications.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36351821&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9665925/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36351821'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9665925/'>Cited By, Google</a>",3.09
"R01MH121848","Department of Anatomy and Neurobiology, School of Medicine, University of California, Irvine, California 92697.","2022","Grieco, Steven F; Castrén, Eero; Knudsen, Gitte M; Kwan, Alex C; Olson, David E; Zuo, Yi; Holmes, Todd C; Xu, Xiangmin","United States","1529-2401","45","<a href='https://pubmed.ncbi.nlm.nih.gov/36351821'>The Journal of neuroscience : the official journal of the Society for Neuroscience</a>","J Neurosci","42","eng","8439-8449","9665925","36351821","2022 Nov 09","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9665925'>Psychedelics and Neural Plasticity: Therapeutic Implications.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36351821&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9665925/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36351821'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9665925/'>Cited By, Google</a>",3.09
"R01MH120262","The Wallace H. Coulter Department of Biomedical Engineering, Georgia Institute of Technology, Atlanta, GA 30332, USA.","2022","Lambert, Tamara P; Gazi, Asim H; Harrison, Anna B; Gharehbaghi, Sevda; Chan, Michael; Obideen, Malik; Alavi, Parvaneh; Murrah, Nancy; Shallenberger, Lucy; Driggers, Emily G; Alvarado Ortega, Rebeca; Washington, Brianna; Walton, Kevin M; Tang, Yi-Lang; Gupta, Rahul; Nye, Jonathon A; Welsh, Justine W; Vaccarino, Viola; Shah, Amit J; Bremner, J Douglas; Inan, Omer T","Switzerland","2079-6374","11","<a href='https://pubmed.ncbi.nlm.nih.gov/36354433'>Biosensors</a>","Biosensors (Basel)","12","eng"," ","9688173","36354433","2022 Oct 26","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9688173'>Leveraging Accelerometry as a Prognostic Indicator for Increase in Opioid Withdrawal Symptoms.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36354433&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9688173/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36354433'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9688173/'>Cited By, Google</a>",0.47
"R01MH106056","Graduate School of Biomedical Sciences, Medical Scientist Training Program, Icahn School of Medicine at Mount Sinai, New York, NY 10029, USA.","2022","Plaza-Jennings, Amara; Valada, Aditi; Akbarian, Schahram","Switzerland","2073-4425","11","<a href='https://pubmed.ncbi.nlm.nih.gov/36360237'>Genes</a>","Genes (Basel)","13","eng"," ","9690570","36360237","2022 Nov 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9690570'>3D Genome Plasticity in Normal and Diseased Neurodevelopment.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36360237&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9690570/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36360237'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9690570/'>Cited By, Google</a>",0.35
"K01MH120507","Department of Psychiatry, Oregon Health and Science University, Portland, OR 97239, USA.","2022","Gustafsson, Hanna; Hammond, Jennifer; Spicer, Julie; Kuzava, Sierra; Werner, Elizabeth; Spann, Marisa; Marsh, Rachel; Feng, Tianshu; Lee, Seonjoo; Monk, Catherine","Switzerland","2227-9067","11","<a href='https://pubmed.ncbi.nlm.nih.gov/36360397'>Children (Basel, Switzerland)</a>","Children (Basel)","9","eng"," ","9688725","36360397","2022 Oct 31","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9688725'>Third Trimester Fetuses Demonstrate Priming, a Form of Implicit Memory, In Utero.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36360397&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9688725/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36360397'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9688725/'>Cited By, Google</a>"," ",
