"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"R01MH125187","Department of Neuroscience, The Herbert Wertheim UF Scripps Institute for Biomedical Innovation & Technology, University of Florida, Jupiter, FL 33458, USA.","2024","Niu, Changran; Yue, Xinpei; An, Juan Ji; Bass, Robert; Xu, Haifei; Xu, Baoji","Switzerland","2218-273X","1","<a href='https://pubmed.ncbi.nlm.nih.gov/38254691'>Biomolecules</a>","Biomolecules","14","eng"," ","10813193","38254691","2024 Jan 11","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10813193'>Genetic Dissection of BDNF and TrkB Expression in Glial Cells.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38254691&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10813193/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38254691'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10813193/'>Cited By, Google</a>"," ",
"P30MH062512","HIV Neurobehavioral Research Program, Department of Psychiatry, University of California San Diego, San Diego, CA 92103, USA.","2024","Grant, Igor; Krupitsky, Evgeny; Vetrova, Marina; Umlauf, Anya; Heaton, Robert K; Hauger, Richard L; Toussova, Olga; Franklin, Donald R; Letendre, Scott L; Woody, George; Blokhina, Elena; Lioznov, Dmitry; Zvartau, Edwin","Switzerland","1999-4915","1","<a href='https://pubmed.ncbi.nlm.nih.gov/38257791'>Viruses</a>","Viruses","16","eng"," ","10818595","38257791","2024 Jan 06","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10818595'>Effects of Opioid Withdrawal on Psychobiology in People Living with HIV.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38257791&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10818595/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38257791'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10818595/'>Cited By, Google</a>"," ",
"R25MH101076","Department of Psychiatry and Human Behavior, Warren Alpert Medical School of Brown University, Providence, RI, USA.","2024","Lew, Brandon J; Balasanova, Alëna A","United States","2976-7350","2","<a href='https://pubmed.ncbi.nlm.nih.gov/38258820'>Substance use & addiction journal</a>","Subst Use Addctn J","45","eng","292-298","11185928","38258820","2024 Apr","Medical Student Attitudes Toward Patients With Substance Use Disorder After Experiential Learning on an Addiction Psychiatry Consultation-Liaison Service: A Pilot Study.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38258820&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11185928/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38258820'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11185928/'>Cited By, Google</a>"," ",
"R01MH132826","Zuckerman Mind Brain Behavior Institute, Columbia University.","2024","Peters, Benjamin; DiCarlo, James J; Gureckis, Todd; Haefner, Ralf; Isik, Leyla; Tenenbaum, Joshua; Konkle, Talia; Naselaris, Thomas; Stachenfeld, Kimberly; Tavares, Zenna; Tsao, Doris; Yildirim, Ilker; Kriegeskorte, Nikolaus","United States","2331-8422"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38259351'>ArXiv</a>","ArXiv"," ","eng"," ","10802669","38259351","2024 Jan 11","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802669'>How does the primate brain combine generative and discriminative computations in vision?</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38259351&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802669/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38259351'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802669/'>Cited By, Google</a>"," ",
"SB1MH136846","Sir Peter Mansfield Imaging Centre, School of Physics and Astronomy, University of Nottingham, University Park, Nottingham, NG7 2RD, UK.","2024","Rier, Lukas; Rhodes, Natalie; Pakenham, Daisie; Boto, Elena; Holmes, Niall; Hill, Ryan M; Rivero, Gonzalo Reina; Shah, Vishal; Doyle, Cody; Osborne, James; Bowtell, Richard; Taylor, Margot J; Brookes, Matthew J","United States","2692-8205"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38260246'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","10802362","38260246","2024 Mar 19","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802362'>The neurodevelopmental trajectory of beta band oscillations: an OPM-MEG study.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260246&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802362/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260246'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802362/'>Cited By, Google</a>"," ",
"U24MH123696","Behavioral Ecology Research Group, Faculty of Life Sciences, Institute of Biology, Leipzig University, Leipzig, Germany.","2024","Freudiger, Annika; Jovanovic, Vladimir M; Huang, Yilei; Snyder-Mackler, Noah; Conrad, Donald F; Miller, Brian; Montague, Michael J; Westphal, Hendrikje; Stadler, Peter F; Bley, Stefanie; Horvath, Julie E; Brent, Lauren J N; Platt, Michael L; Ruiz-Lambides, Angelina; Tung, Jenny; Nowick, Katja; Ringbauer, Harald; Widdig, Anja","United States","2692-8205"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38260273'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","10802400","38260273","2024 Jan 11","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802400'>Taking identity-by-descent analysis into the wild: Estimating realized relatedness in free-ranging macaques.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260273&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802400/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260273'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802400/'>Cited By, Google</a>"," ",
"R01MH118203","Behavioral Ecology Research Group, Faculty of Life Sciences, Institute of Biology, Leipzig University, Leipzig, Germany.","2024","Freudiger, Annika; Jovanovic, Vladimir M; Huang, Yilei; Snyder-Mackler, Noah; Conrad, Donald F; Miller, Brian; Montague, Michael J; Westphal, Hendrikje; Stadler, Peter F; Bley, Stefanie; Horvath, Julie E; Brent, Lauren J N; Platt, Michael L; Ruiz-Lambides, Angelina; Tung, Jenny; Nowick, Katja; Ringbauer, Harald; Widdig, Anja","United States","2692-8205"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38260273'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","10802400","38260273","2024 Jan 11","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802400'>Taking identity-by-descent analysis into the wild: Estimating realized relatedness in free-ranging macaques.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260273&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802400/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260273'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802400/'>Cited By, Google</a>"," ",
"P30MH123248","Public Health Sciences Division, Fred Hutchinson Cancer Center, Seattle, WA, US.","2024","Meisner, Allison; Xia, Fan; Chan, Kwun C G; Mayer, Kenneth; Wheeler, Darrell; Zangeneh, Sahar; Donnell, Deborah","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38260494'>medRxiv : the preprint server for health sciences</a>","medRxiv"," ","eng"," ","10802753","38260494","2024 Mar 05","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802753'>Estimating the Effect of PrEP in Black Men Who Have Sex with Men: A Framework to Utilize Data from Multiple Non-Randomized Studies to Estimate Causal Effects.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260494&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802753/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260494'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802753/'>Cited By, Google</a>"," ",
"R01MH127172","Emory University School of Medicine.","2024","Parker, David; Trotti, Rebekah; McDowell, Jennifer; Keedy, Sarah; Keshavan, Matcheri; Pearlson, Godfrey; Gershon, Elliot; Ivleva, Elena; Huang, Ling-Yu; Sauer, Kodiak; Hill, Scot; Sweeny, John; Tamminga, Carol; Clementz, Brett","United States","2693-5015"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38260530'>Research square</a>","Res Sq"," ","eng"," ","10802686","38260530","2024 Jan 05","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802686'>Differentiating Biomarker Features and Familial Characteristics of B-SNIP Psychosis Biotypes.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260530&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802686/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260530'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802686/'>Cited By, Google</a>"," ",
"R01MH124803","Emory University School of Medicine.","2024","Parker, David; Trotti, Rebekah; McDowell, Jennifer; Keedy, Sarah; Keshavan, Matcheri; Pearlson, Godfrey; Gershon, Elliot; Ivleva, Elena; Huang, Ling-Yu; Sauer, Kodiak; Hill, Scot; Sweeny, John; Tamminga, Carol; Clementz, Brett","United States","2693-5015"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38260530'>Research square</a>","Res Sq"," ","eng"," ","10802686","38260530","2024 Jan 05","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802686'>Differentiating Biomarker Features and Familial Characteristics of B-SNIP Psychosis Biotypes.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260530&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802686/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260530'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802686/'>Cited By, Google</a>"," ",
"R01MH127174","Emory University School of Medicine.","2024","Parker, David; Trotti, Rebekah; McDowell, Jennifer; Keedy, Sarah; Keshavan, Matcheri; Pearlson, Godfrey; Gershon, Elliot; Ivleva, Elena; Huang, Ling-Yu; Sauer, Kodiak; Hill, Scot; Sweeny, John; Tamminga, Carol; Clementz, Brett","United States","2693-5015"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38260530'>Research square</a>","Res Sq"," ","eng"," ","10802686","38260530","2024 Jan 05","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802686'>Differentiating Biomarker Features and Familial Characteristics of B-SNIP Psychosis Biotypes.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260530&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802686/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260530'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802686/'>Cited By, Google</a>"," ",
"R01MH129320","Department of Psychological and Brain Sciences, Johns Hopkins University.","2024","Ottenheimer, David J; Vitale, Katherine R; Ambroggi, Frederic; Janak, Patricia H; Saunders, Benjamin T","United States","2692-8205"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38260546'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","10802313","38260546","2024 Jan 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802313'>Basolateral amygdala population coding of a cued reward seeking state depends on orbitofrontal cortex.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260546&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802313/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260546'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802313/'>Cited By, Google</a>"," ",
"R01MH120170","University of North Carolina at Chapel Hill.","2024","Halvorsen, Matthew; de Schipper, Elles; Boberg, Julia; Strom, Nora; Hagen, Kristen; Lindblad-Toh, Kerstin; Karlsson, Elinor; Pedersen, Nancy; Bulik, Cynthia; Fundín, Bengt; Landén, Mikael; Kvale, Gerd; Hansen, Bjarne; Haavik, Jan; Mattheisen, Manuel; Rück, Christian; Mataix-Cols, David; Crowley, James","United States","2693-5015"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38260575'>Research square</a>","Res Sq"," ","eng"," ","10802697","38260575","2024 Jan 03","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802697'>A Burden of Rare Copy Number Variants in Obsessive-Compulsive Disorder.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260575&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802697/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260575'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802697/'>Cited By, Google</a>"," ",
"R01MH120794","Taub Institute for Research on Alzheimer's disease and the Aging Brain, Gertrude H. Sergievsky Center, Department of Neurology, Columbia University Irving Medical Center, New York, NY 10032.","2024","Johnson, Aubrey S; Ziaggi, Galen; Smith, Anna C; Houlihan, Hannah; Heuer, Lauren B; Guzmán, Diana S; Okafor, Amarachukwu; Huey, Edward D; Talmasov, Daniel; Provenzano, Frank; Kreisl, William C; Lao, Patrick J; Alzheimer’s Disease Neuroimaging Initiative","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38260648'>medRxiv : the preprint server for health sciences</a>","medRxiv"," ","eng"," ","10802760","38260648","2024 Jan 13","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802760'>Psychotic symptoms are associated with elevated tau PET signal in the amygdala independent of Alzheimer's disease clinical severity and amyloid burden.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260648&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802760/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260648'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802760/'>Cited By, Google</a>"," ",
"R01MH096773","Department of Neurology, Washington University School of Medicine, St. Louis, Missouri, USA.","2024","Krimmel, Samuel R; Laumann, Timothy O; Chauvin, Roselyne J; Hershey, Tamara; Roland, Jarod L; Shimony, Joshua S; Willie, Jon T; Norris, Scott A; Marek, Scott; Van, Andrew N; Monk, Julia; Scheidter, Kristen M; Whiting, Forrest; Ramirez-Perez, Nadeshka; Metoki, Athanasia; Wang, Anxu; Kay, Benjamin P; Nahman-Averbuch, Hadas; Fair, Damien A; Lynch, Charles J; Raichle, Marcus E; Gordon, Evan M; Dosenbach, Nico U F","United States","2692-8205"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38260662'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","10802246","38260662","2024 Jan 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802246'>The brainstem's red nucleus was evolutionarily upgraded to support goal-directed action.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260662&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802246/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260662'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802246/'>Cited By, Google</a>"," ",
